,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
5/1/2019,0,3,0,0,0,0,0,6,1,6,0,6,0,1,0,2,0,1,0,1,0,0,0,3,1,2,0,1
6/1/2019,0,0,0,0,0,4,0,4,0,6,0,5,0,3,0,1,0,0,0,3,0,1,0,0,0,2,0,2
7/1/2019,0,0,0,1,0,4,0,4,0,8,0,7,1,0,0,0,1,3,0,0,1,2,0,1,0,0,0,0
8/1/2019,0,1,0,2,0,5,0,5,0,3,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2
9/1/2019,0,0,0,1,0,0,0,5,0,7,0,3,0,1,0,1,0,3,0,2,0,1,0,2,0,0,0,2
10/1/2019,0,1,0,0,0,4,0,9,0,5,0,4,0,0,0,2,0,0,0,1,0,2,0,0,1,1,0,0
11/1/2019,0,1,0,0,1,6,0,8,0,6,0,10,1,1,0,0,0,1,0,4,0,3,0,1,0,1,0,0
12/1/2019,0,2,0,0,0,4,0,4,0,6,0,9,0,2,0,4,0,2,0,0,0,2,0,2,0,0,0,1
13/1/2019,0,3,0,1,1,7,0,10,0,6,0,7,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0
14/1/2019,0,1,0,0,0,4,0,9,0,5,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
15/1/2019,0,0,0,1,0,9,0,6,0,6,0,8,0,0,0,1,0,1,0,1,0,3,0,3,0,1,0,2
16/1/2019,0,0,0,1,0,5,0,8,0,5,0,12,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,1
17/1/2019,0,1,0,0,0,10,0,9,0,3,0,5,0,1,0,2,0,2,0,0,0,2,0,1,1,0,0,3
18/1/2019,0,0,0,1,0,5,0,8,0,8,0,4,0,0,0,2,0,3,0,0,0,0,0,2,1,2,0,2
19/1/2019,0,1,0,0,1,3,0,8,1,7,0,6,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1
20/1/2019,0,2,0,0,0,4,0,13,0,6,0,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0
21/1/2019,0,0,0,0,0,10,0,12,0,4,0,13,0,0,0,1,0,0,0,0,0,1,0,3,0,2,0,1
22/1/2019,0,0,0,0,1,6,0,6,0,8,0,3,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0
23/1/2019,0,0,0,2,0,5,0,12,2,2,0,9,0,2,0,3,0,0,0,1,1,2,0,1,0,0,0,2
24/1/2019,0,0,0,1,0,3,0,8,1,5,0,8,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
25/1/2019,0,1,0,3,0,7,0,11,0,2,0,4,0,0,0,1,0,3,0,1,1,1,0,0,0,1,0,2
26/1/2019,1,3,0,1,0,3,0,6,0,8,0,8,0,2,0,6,0,1,0,0,0,1,0,2,0,0,0,0
27/1/2019,0,0,0,1,1,4,0,3,0,0,0,8,1,0,0,1,0,1,0,1,0,2,0,5,0,0,0,2
28/1/2019,0,3,0,1,0,3,0,4,0,9,0,8,0,1,0,1,0,2,0,0,1,4,0,3,0,2,0,1
29/1/2019,0,1,0,1,0,5,0,7,0,5,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2
30/1/2019,0,2,0,0,0,4,0,14,0,4,0,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
31/1/2019,0,1,0,3,1,4,0,6,0,11,0,4,2,1,0,0,0,1,0,0,0,3,0,0,0,1,0,2
1/2/2019,0,0,0,3,0,7,0,16,0,4,0,10,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,2
2/2/2019,0,1,0,1,0,10,0,14,0,5,0,3,0,1,0,0,0,0,0,3,1,1,0,3,0,0,0,0
3/2/2019,0,2,0,0,0,2,0,6,0,5,0,4,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,1
4/2/2019,0,1,0,0,1,4,0,5,0,4,0,7,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0
5/2/2019,0,0,0,0,0,2,0,9,0,4,0,7,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2
6/2/2019,0,1,0,2,0,7,0,10,1,2,0,6,0,0,0,1,1,0,0,3,0,2,0,2,2,1,0,1
7/2/2019,0,2,0,1,0,4,0,11,0,3,0,11,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0
8/2/2019,0,0,0,2,0,4,0,8,0,9,0,11,0,1,0,0,1,0,0,2,0,1,0,3,0,0,0,1
9/2/2019,0,1,0,1,0,5,0,6,0,9,0,3,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0,1
10/2/2019,1,2,0,0,0,3,0,2,0,7,0,3,1,1,0,3,0,2,0,1,0,3,0,3,0,1,0,1
11/2/2019,0,0,0,0,0,4,0,8,0,8,0,7,0,2,0,1,0,1,0,1,0,2,0,2,0,0,0,1
12/2/2019,0,1,0,4,0,4,0,10,0,10,0,11,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0
13/2/2019,1,1,0,1,0,3,0,4,0,9,0,7,1,0,0,1,1,3,0,0,0,0,0,2,1,0,0,0
14/2/2019,0,1,0,3,1,1,0,15,1,6,0,12,0,0,0,2,0,4,0,0,1,0,0,1,0,0,0,3
15/2/2019,0,3,0,0,0,6,0,10,0,6,0,7,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2
16/2/2019,1,2,0,0,0,8,0,9,0,3,0,6,0,3,0,1,0,0,0,3,0,0,0,1,0,1,0,4
17/2/2019,0,0,0,0,0,5,0,2,1,7,0,9,0,1,0,3,0,0,0,1,1,1,0,0,0,2,0,1
18/2/2019,0,1,0,1,0,7,0,4,0,6,0,7,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1
19/2/2019,0,1,0,1,0,7,0,11,0,7,0,8,0,0,0,1,0,1,0,4,0,2,0,0,0,0,0,1
20/2/2019,0,0,0,2,0,4,0,10,1,10,0,4,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,4
21/2/2019,0,0,0,2,0,3,0,13,0,7,0,7,1,1,0,2,0,4,0,0,0,2,0,0,0,1,0,1
22/2/2019,0,1,0,3,0,7,0,10,0,7,0,9,0,2,0,0,0,2,0,1,0,4,0,4,0,3,0,2
23/2/2019,0,1,0,2,1,6,0,7,2,12,0,4,0,3,0,2,0,0,0,1,1,2,0,0,0,0,0,0
24/2/2019,0,2,0,2,1,5,0,9,0,2,0,7,0,1,0,2,0,1,0,1,1,3,0,1,0,0,0,1
25/2/2019,0,1,0,1,0,7,0,8,2,9,0,6,0,2,0,2,0,0,0,2,0,3,0,3,1,2,0,1
26/2/2019,0,0,0,0,0,6,0,11,1,7,0,6,0,1,0,1,0,0,0,2,1,2,0,2,0,0,0,1
27/2/2019,0,3,0,0,0,6,0,11,0,10,0,8,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,1
28/2/2019,0,0,0,1,0,4,0,14,1,9,0,9,0,2,0,1,1,0,0,2,0,4,0,1,0,1,0,0
1/3/2019,0,2,0,3,2,4,0,9,0,6,0,10,0,2,0,2,0,2,0,0,1,0,0,2,0,1,0,1
2/3/2019,0,1,0,1,0,3,0,9,0,4,0,6,0,1,0,5,0,1,0,0,0,1,0,3,0,0,0,0
3/3/2019,0,0,0,1,0,4,0,11,0,2,0,2,0,3,0,1,0,0,0,0,0,1,0,1,0,3,0,0
4/3/2019,0,0,0,0,0,4,0,8,0,9,0,11,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
5/3/2019,0,0,0,0,0,7,0,7,0,7,0,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,4
6/3/2019,0,0,0,1,0,8,0,5,0,5,0,10,0,0,0,2,0,0,0,1,0,3,0,2,0,1,0,4
7/3/2019,0,1,0,1,0,8,0,9,0,6,0,8,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,1
8/3/2019,0,0,0,4,0,5,0,4,1,9,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9/3/2019,0,2,0,1,0,7,0,6,0,8,0,5,0,2,0,2,0,1,0,2,0,0,0,0,0,2,0,0
10/3/2019,0,0,0,1,1,6,0,7,1,3,0,2,0,1,0,2,0,1,0,2,0,2,0,1,1,1,0,1
11/3/2019,0,0,0,1,1,5,0,11,0,2,0,10,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,2
12/3/2019,0,0,0,0,0,5,0,9,0,6,0,4,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1
13/3/2019,0,0,0,3,0,5,0,13,0,4,0,10,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,1
14/3/2019,0,0,0,0,0,4,0,11,0,6,0,11,0,0,0,2,0,0,0,2,0,7,0,2,0,0,0,2
15/3/2019,0,1,0,0,0,8,0,13,1,7,0,10,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,3
16/3/2019,0,1,0,0,0,2,0,9,0,3,0,4,0,2,0,0,1,1,0,3,0,3,0,1,0,2,0,0
17/3/2019,0,0,0,3,0,7,0,9,0,7,0,7,0,2,0,0,0,0,0,1,1,3,0,0,1,0,0,0
18/3/2019,0,2,0,0,0,8,0,12,0,2,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
19/3/2019,0,3,0,3,0,7,0,10,0,11,0,11,0,1,0,0,0,1,0,3,1,1,0,2,0,1,0,0
20/3/2019,0,0,0,0,0,4,0,10,0,4,0,9,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1
21/3/2019,0,0,0,0,0,13,0,9,1,6,0,8,0,3,0,1,0,0,0,2,0,1,0,5,0,4,0,3
22/3/2019,0,1,0,1,0,7,0,13,0,10,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2
23/3/2019,0,2,0,1,0,3,0,5,0,6,0,12,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1
24/3/2019,0,1,0,1,0,3,0,2,0,8,0,5,0,2,0,1,0,0,0,2,1,2,0,0,1,2,0,1
25/3/2019,1,0,0,2,1,1,0,14,0,9,0,6,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0
26/3/2019,0,0,0,1,0,5,0,13,0,7,0,8,0,1,0,2,0,0,0,2,0,1,0,4,0,0,0,2
27/3/2019,0,0,0,0,1,4,0,12,0,4,0,6,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,3
28/3/2019,0,0,0,1,0,7,0,5,1,6,0,14,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3
29/3/2019,0,1,0,0,0,7,0,9,0,10,0,16,0,0,0,2,0,0,0,0,0,5,0,3,0,0,0,2
30/3/2019,0,0,0,2,0,2,0,5,0,5,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0
31/3/2019,0,0,0,2,0,2,0,5,0,6,0,4,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,1
1/4/2019,0,2,0,1,0,4,0,11,2,8,0,5,0,3,0,2,0,1,0,0,0,0,0,2,0,2,0,1
2/4/2019,0,0,0,1,0,4,0,11,0,13,0,10,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,1
3/4/2019,0,1,0,1,0,8,0,7,1,8,0,5,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0
4/4/2019,0,0,0,0,0,12,0,15,1,1,0,5,0,1,0,0,0,1,0,1,0,5,0,1,0,1,0,1
5/4/2019,0,0,0,2,0,8,0,8,0,13,0,1,0,2,0,1,0,0,0,2,0,3,0,1,0,0,0,2
6/4/2019,0,1,0,3,0,8,0,7,0,12,0,7,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0
7/4/2019,0,1,0,1,0,3,0,7,1,7,0,9,1,1,0,1,1,0,0,2,0,1,0,2,0,1,0,1
8/4/2019,1,2,0,0,0,2,0,9,1,3,0,4,0,2,0,1,1,0,0,3,0,1,0,2,0,0,0,2
9/4/2019,0,0,0,0,0,7,0,10,0,4,0,13,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,2
10/4/2019,1,0,0,0,1,7,0,9,0,7,0,3,0,0,0,2,0,1,0,0,0,3,0,1,0,1,0,2
11/4/2019,0,1,0,2,0,9,0,17,0,4,0,14,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,2
12/4/2019,0,2,0,2,1,2,0,14,1,5,0,11,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,0
13/4/2019,0,0,0,2,0,3,0,4,0,6,0,8,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0
14/4/2019,0,2,0,1,0,6,0,5,0,6,0,8,0,2,0,0,1,1,0,0,0,2,0,1,0,2,0,0
15/4/2019,0,4,0,2,1,2,0,3,0,5,0,9,0,0,0,0,0,1,0,3,0,3,0,0,0,1,0,1
16/4/2019,0,1,0,1,0,3,0,15,1,8,0,6,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0
17/4/2019,0,0,0,0,0,1,0,7,0,18,0,5,0,2,0,1,1,0,0,0,0,1,0,3,0,1,0,2
18/4/2019,0,0,0,1,0,4,0,12,0,4,0,7,0,0,0,2,0,3,0,0,0,1,0,2,0,1,0,3
19/4/2019,0,2,0,3,1,3,0,6,2,3,0,3,0,1,0,0,0,0,0,1,0,3,0,1,1,2,0,5
20/4/2019,0,2,0,2,0,5,0,8,0,3,0,2,0,5,0,7,0,2,0,2,0,0,0,2,0,0,0,2
21/4/2019,0,2,0,2,0,2,0,3,0,2,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
22/4/2019,0,1,0,2,0,2,0,5,0,2,0,4,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0
23/4/2019,0,1,0,2,0,10,0,6,0,4,0,5,0,4,0,1,0,1,0,1,0,3,0,6,1,1,0,2
24/4/2019,0,4,0,3,0,5,0,7,0,5,0,8,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
25/4/2019,0,0,0,2,0,3,0,8,1,1,0,3,0,1,0,1,1,4,0,1,0,3,0,1,0,0,0,1
26/4/2019,0,1,0,2,0,4,0,6,0,8,0,8,0,0,0,0,0,2,0,3,0,2,0,2,1,1,0,2
27/4/2019,0,2,0,1,0,2,0,4,0,1,0,6,0,1,0,2,0,0,0,3,0,2,0,0,0,2,0,0
28/4/2019,0,3,0,3,0,2,0,4,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1
29/4/2019,0,1,0,3,0,8,0,10,0,4,0,10,0,1,0,3,1,1,0,0,0,1,0,1,0,0,0,2
30/4/2019,0,0,0,2,0,3,0,8,0,7,0,8,0,1,0,1,0,3,0,1,0,0,0,4,0,2,0,0
1/5/2019,0,0,0,1,1,4,0,4,0,6,0,5,0,3,0,1,1,0,0,2,1,1,0,2,0,1,0,0
2/5/2019,1,0,0,4,0,4,0,8,0,8,0,15,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1
3/5/2019,0,1,0,0,0,6,0,20,0,11,0,11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
4/5/2019,1,0,0,2,0,6,0,6,0,5,0,10,2,1,0,3,0,1,0,0,0,2,0,3,0,2,0,0
5/5/2019,0,2,0,0,0,7,0,3,0,3,0,5,0,0,0,4,0,0,0,2,0,4,0,1,1,2,0,0
6/5/2019,0,0,0,0,0,4,0,8,0,5,0,10,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2
7/5/2019,0,0,0,1,0,8,0,11,1,9,0,9,0,0,0,3,0,3,0,3,0,0,0,1,0,3,0,1
8/5/2019,0,0,0,2,1,4,0,12,0,2,0,6,0,0,0,1,0,0,0,2,0,1,0,4,0,1,0,2
9/5/2019,0,0,0,1,0,9,0,12,1,6,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2
10/5/2019,0,1,0,2,0,3,0,8,1,5,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1
11/5/2019,0,2,0,2,1,2,0,7,0,4,0,5,0,1,0,2,0,0,0,1,1,3,0,1,0,1,0,2
12/5/2019,1,0,0,0,0,4,0,5,1,1,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
13/5/2019,0,1,0,1,0,8,0,9,1,8,0,6,0,1,0,2,0,1,0,0,0,2,0,2,0,0,0,1
14/5/2019,0,0,0,2,0,7,0,7,1,8,0,4,0,1,0,0,0,2,0,3,0,0,0,2,0,1,0,3
15/5/2019,1,2,0,1,0,7,0,15,0,5,0,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2
16/5/2019,0,0,0,0,0,4,0,13,0,10,0,9,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,2
17/5/2019,0,1,0,0,0,7,0,13,0,6,0,6,0,2,0,1,0,1,0,1,1,1,0,4,0,0,0,0
18/5/2019,0,0,0,2,0,8,0,12,1,8,0,9,0,2,0,0,0,0,0,1,0,1,0,2,0,2,0,0
19/5/2019,0,1,0,1,0,2,0,10,0,8,0,4,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,0
20/5/2019,1,1,0,1,0,5,0,10,0,4,0,13,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21/5/2019,0,1,0,1,0,1,0,10,0,4,0,5,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0
22/5/2019,0,1,0,1,0,8,0,10,0,6,0,14,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0
23/5/2019,0,0,0,2,0,2,0,17,0,4,0,9,0,1,0,0,0,3,0,0,0,2,0,2,0,1,0,0
24/5/2019,0,1,0,2,0,9,0,9,1,4,0,8,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,1
25/5/2019,1,0,0,0,0,3,0,8,1,6,0,4,0,0,0,2,0,0,0,1,0,3,0,1,0,1,0,1
26/5/2019,0,1,0,1,0,0,0,7,1,7,0,7,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,2
27/5/2019,0,2,0,3,1,8,0,9,1,3,0,8,0,1,0,1,0,4,0,0,0,1,0,1,1,0,0,1
28/5/2019,0,0,0,1,0,5,0,3,0,8,0,6,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,3
29/5/2019,0,0,0,2,0,5,0,13,1,11,0,6,0,0,0,3,0,2,0,1,0,0,0,1,0,2,0,0
30/5/2019,0,0,0,0,0,1,0,3,0,4,0,8,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1
31/5/2019,0,1,0,2,0,6,0,12,0,8,0,12,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
1/6/2019,0,1,0,0,0,5,0,4,1,3,0,7,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,1
2/6/2019,0,0,0,1,0,7,0,5,0,4,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
3/6/2019,0,1,0,1,0,3,0,8,0,6,0,7,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1
4/6/2019,0,1,0,1,0,4,0,7,0,5,0,5,0,1,0,2,0,0,0,1,0,1,0,4,0,1,0,1
5/6/2019,0,0,0,0,0,3,0,9,0,2,0,3,0,1,0,1,0,2,0,2,0,0,0,3,0,0,0,0
6/6/2019,0,0,0,0,0,5,0,10,1,7,0,7,0,1,0,2,0,1,0,3,0,0,0,2,0,1,0,1
7/6/2019,0,1,0,1,0,5,0,7,0,4,0,9,0,1,0,0,1,4,0,3,1,1,0,1,0,1,0,1
8/6/2019,1,1,0,2,0,4,0,8,0,5,0,4,1,2,0,1,0,1,0,1,0,1,0,3,0,1,0,0
9/6/2019,0,1,0,3,0,2,0,6,0,5,0,6,0,1,0,2,0,4,0,1,0,2,0,1,0,0,0,1
10/6/2019,0,0,0,2,0,1,0,2,0,3,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0
11/6/2019,0,0,0,2,0,5,0,5,0,6,0,4,0,4,0,0,0,1,0,2,0,1,0,2,0,0,0,2
12/6/2019,0,2,0,1,0,7,0,15,0,6,0,8,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1
13/6/2019,0,0,0,0,0,1,0,9,0,5,0,9,0,2,0,1,1,2,0,1,0,0,0,1,0,1,0,0
14/6/2019,0,1,0,0,0,0,0,2,0,6,0,12,0,1,0,0,0,3,0,2,0,1,0,1,0,0,0,0
15/6/2019,0,0,0,2,0,1,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
16/6/2019,0,0,0,1,1,3,0,5,0,7,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17/6/2019,0,1,0,1,0,5,0,11,2,5,0,3,0,2,0,1,0,2,0,2,0,1,0,1,0,0,0,3
18/6/2019,0,2,0,0,0,4,0,5,0,10,0,5,0,2,0,1,0,0,0,1,0,2,0,2,0,1,0,0
19/6/2019,0,2,0,1,0,4,0,13,0,4,0,9,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0
20/6/2019,0,0,0,0,0,8,0,7,0,9,0,10,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,0
21/6/2019,0,0,0,0,0,7,0,13,0,8,0,9,0,1,0,2,0,0,0,2,0,2,0,4,0,0,0,2
22/6/2019,0,0,0,0,0,1,0,14,1,6,0,3,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,3
23/6/2019,0,0,0,2,0,7,0,5,0,6,0,10,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
24/6/2019,0,0,0,1,1,4,0,5,0,10,0,11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3
25/6/2019,0,0,0,0,0,11,0,8,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
26/6/2019,0,0,0,1,1,7,0,6,1,4,0,20,0,1,0,2,0,4,0,1,0,2,0,1,0,0,0,2
27/6/2019,0,2,0,4,0,3,0,14,0,4,0,15,0,0,0,2,0,2,0,2,0,1,0,0,1,0,0,2
28/6/2019,0,1,0,0,1,4,0,11,0,9,0,16,0,1,0,0,0,0,0,2,0,2,0,5,0,0,0,1
29/6/2019,0,0,0,2,0,5,0,3,0,5,0,12,0,1,0,5,1,0,0,2,0,3,0,1,0,0,0,3
30/6/2019,0,0,0,4,0,0,0,10,0,1,0,8,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,0
1/7/2019,0,0,0,1,1,0,0,15,0,1,0,15,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3
2/7/2019,0,0,0,3,0,2,0,12,0,1,0,13,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2
3/7/2019,0,0,0,3,0,0,0,15,0,1,0,13,0,0,0,5,0,0,0,1,0,0,0,3,1,0,0,4
4/7/2019,0,1,0,1,0,0,0,13,0,0,0,12,0,0,0,4,0,0,0,1,1,1,0,4,0,1,0,1
5/7/2019,0,0,0,2,0,1,0,20,1,0,0,20,0,1,0,2,0,2,0,2,0,0,0,2,0,0,0,6
6/7/2019,0,0,0,2,2,0,0,13,0,0,0,19,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,3
7/7/2019,0,0,0,2,1,0,0,12,0,1,0,10,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,1
8/7/2019,0,0,0,2,0,0,0,11,0,2,0,10,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0
9/7/2019,0,0,0,2,0,0,0,13,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,2
10/7/2019,0,0,0,4,0,1,0,18,0,3,0,8,1,0,0,0,0,0,0,4,0,1,0,2,0,1,0,1
11/7/2019,0,1,0,1,0,1,0,16,0,3,0,9,0,0,0,4,0,0,0,5,0,0,0,1,1,1,0,3
12/7/2019,0,0,0,2,0,0,0,13,1,2,0,9,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,3
13/7/2019,0,0,0,4,0,2,0,9,0,1,0,14,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6
14/7/2019,0,0,0,1,0,2,0,10,1,2,0,9,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,2
15/7/2019,0,0,0,2,0,0,0,13,0,2,0,21,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3
16/7/2019,1,0,0,1,0,2,0,16,0,0,0,14,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3
17/7/2019,0,0,0,4,0,0,0,18,0,2,0,12,0,0,0,2,0,1,0,2,0,0,0,4,0,0,0,4
18/7/2019,0,0,0,0,1,2,0,15,0,1,0,17,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,3
19/7/2019,0,0,0,1,1,0,0,18,0,2,0,24,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,3
20/7/2019,0,1,0,2,0,0,0,10,2,1,0,21,0,0,0,2,0,1,0,1,0,1,0,8,0,0,0,5
21/7/2019,0,0,0,3,0,1,0,9,0,1,0,6,1,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0
22/7/2019,0,0,0,0,0,0,0,16,1,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23/7/2019,0,0,0,1,0,1,0,22,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,5
24/7/2019,0,0,0,4,2,2,0,9,1,0,0,17,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1
25/7/2019,0,0,0,1,0,1,0,9,0,3,0,16,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
26/7/2019,0,0,0,3,0,0,0,16,0,0,0,17,0,0,0,1,0,1,0,3,0,0,0,2,0,0,0,4
27/7/2019,0,1,0,1,0,0,0,11,0,3,0,5,0,0,0,6,0,1,0,1,0,1,0,3,1,1,0,5
28/7/2019,0,0,0,2,0,0,0,6,0,1,0,12,0,0,0,3,0,0,0,4,0,1,0,3,0,0,0,1
29/7/2019,0,0,0,0,0,0,0,22,2,1,0,18,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1
30/7/2019,0,0,0,0,0,0,0,11,0,2,0,15,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,4
31/7/2019,0,1,0,1,0,1,0,20,0,2,0,19,0,0,0,2,0,0,0,2,0,0,0,3,0,1,0,3
1/8/2019,0,0,0,0,0,1,0,7,1,2,0,18,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,2
2/8/2019,0,2,0,1,0,1,0,14,0,2,0,14,0,1,0,3,0,0,0,2,0,0,0,6,0,2,0,1
3/8/2019,0,0,0,1,0,2,0,9,0,0,0,12,0,1,0,3,0,0,0,4,0,0,0,4,0,0,0,4
4/8/2019,0,0,0,2,0,0,0,8,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,4
5/8/2019,0,0,0,1,0,2,0,13,0,0,0,13,0,1,0,2,2,0,0,1,0,1,0,3,0,0,0,2
6/8/2019,0,0,0,0,0,0,0,14,0,2,0,11,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,2
7/8/2019,0,0,0,0,1,1,0,16,0,1,0,17,0,0,0,2,0,0,0,3,0,1,0,1,0,1,0,0
8/8/2019,0,0,0,3,0,2,0,13,0,0,0,19,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0
9/8/2019,0,0,0,3,0,3,0,15,1,1,0,18,0,0,0,6,0,0,0,2,0,0,0,6,0,1,0,2
