,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
20/8/2016,0,0,0,2,0,8,0,5,0,2,0,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21/8/2016,0,2,0,4,0,3,0,10,0,6,0,14,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0
22/8/2016,1,0,0,1,0,4,0,8,0,4,0,13,0,1,0,2,0,0,0,2,0,1,0,3,0,1,0,2
23/8/2016,0,0,0,2,0,4,0,9,0,4,0,14,0,0,0,2,0,0,0,1,0,1,0,3,0,1,0,1
24/8/2016,0,0,0,1,0,10,0,9,1,10,0,9,1,1,0,1,0,2,0,1,0,2,0,1,0,2,0,2
25/8/2016,0,3,0,2,0,3,0,5,0,10,0,20,1,0,0,2,0,2,0,1,0,0,0,2,0,1,0,0
26/8/2016,0,1,0,4,2,7,0,10,2,7,0,9,0,0,0,3,1,1,0,0,0,2,0,4,0,0,0,1
27/8/2016,0,1,0,2,0,6,0,9,0,8,0,10,0,1,0,0,0,0,0,2,0,2,0,5,0,0,0,3
28/8/2016,0,0,0,4,0,1,0,4,0,7,0,8,0,1,0,1,0,1,0,3,0,3,0,2,0,3,0,3
29/8/2016,0,1,0,1,0,9,0,8,0,6,0,9,0,2,0,0,0,0,0,2,0,0,0,4,0,1,0,3
30/8/2016,0,1,0,1,0,2,0,11,0,5,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2
31/8/2016,0,1,0,0,0,9,0,12,0,11,0,7,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,1
1/9/2016,0,2,0,2,0,10,0,9,0,5,0,12,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1
2/9/2016,0,0,0,0,0,4,0,6,0,6,0,8,0,1,0,1,0,1,0,2,0,2,0,4,0,2,0,0
3/9/2016,0,1,0,3,1,2,0,11,0,3,0,10,0,1,0,1,0,0,0,3,0,3,0,1,0,1,0,0
4/9/2016,0,0,0,0,0,5,0,6,0,8,0,6,0,2,0,1,0,1,0,2,0,1,0,2,0,0,0,1
5/9/2016,0,0,0,2,1,3,0,17,0,4,0,6,0,1,0,3,1,0,0,0,0,3,0,2,0,1,0,2
6/9/2016,0,0,0,2,0,4,0,14,0,2,0,7,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,1
7/9/2016,0,1,0,1,1,5,0,16,1,7,0,10,0,1,0,2,0,2,0,0,0,1,0,3,0,1,0,1
8/9/2016,0,1,0,0,0,8,0,10,0,12,0,12,0,0,0,2,0,1,0,5,0,1,0,3,0,1,0,2
9/9/2016,2,0,0,3,0,8,0,13,0,12,0,10,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,4
10/9/2016,0,1,0,2,0,7,0,11,0,2,0,8,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1
11/9/2016,0,2,0,1,0,5,0,7,0,4,0,6,0,2,0,2,0,2,0,2,0,3,0,1,1,1,0,0
12/9/2016,0,1,0,2,0,8,0,12,0,9,0,9,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,0
13/9/2016,0,0,0,0,0,2,0,5,0,6,0,7,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,1
14/9/2016,0,1,0,1,0,2,0,11,1,5,0,15,0,1,0,1,0,1,0,2,1,1,0,2,0,0,0,2
15/9/2016,0,1,0,0,0,7,0,9,1,7,0,11,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0
16/9/2016,0,2,0,0,0,6,0,5,1,5,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
17/9/2016,0,0,0,2,1,5,0,12,0,9,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1
18/9/2016,0,2,0,4,1,6,0,10,0,4,0,4,0,2,0,5,0,1,0,2,0,2,0,2,0,0,0,1
19/9/2016,0,0,0,0,0,6,0,9,0,7,0,11,0,0,0,1,0,2,0,0,0,2,0,3,1,0,0,1
20/9/2016,0,0,0,0,1,8,0,13,0,5,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21/9/2016,0,0,0,2,0,4,0,10,0,5,0,9,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0
22/9/2016,0,0,0,2,0,2,0,6,0,4,0,8,0,1,0,0,0,0,0,1,0,3,0,3,0,0,0,2
23/9/2016,0,1,0,2,0,3,0,8,0,10,0,10,1,1,0,3,1,3,0,0,0,2,0,3,0,2,0,1
24/9/2016,0,1,0,3,0,8,0,8,0,4,0,8,1,5,0,2,0,3,0,2,0,1,0,1,0,0,0,0
25/9/2016,0,2,0,0,0,5,0,7,0,5,0,4,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1
26/9/2016,0,0,0,1,1,10,0,11,2,12,0,6,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1
27/9/2016,0,2,0,2,1,4,0,6,0,4,0,10,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,1
28/9/2016,0,1,0,2,0,4,0,10,0,17,0,10,1,0,0,0,0,0,0,3,0,0,0,4,0,1,0,2
29/9/2016,0,0,0,2,0,3,0,9,0,3,0,15,0,1,0,2,0,0,0,2,0,0,0,1,0,2,0,2
30/9/2016,0,1,0,1,0,3,0,9,0,3,0,3,0,1,0,3,0,0,0,4,0,1,0,2,0,1,0,3
1/10/2016,0,3,0,1,0,4,0,4,0,2,0,4,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0
2/10/2016,0,2,0,3,0,10,0,7,0,6,0,6,0,0,0,1,0,2,0,2,0,3,0,1,0,0,0,0
3/10/2016,0,3,0,3,0,5,0,10,0,5,0,12,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,3
4/10/2016,0,0,0,1,0,5,0,4,0,9,0,9,1,0,0,1,0,0,0,4,0,2,0,2,0,1,0,2
5/10/2016,0,0,0,5,0,4,0,8,0,12,0,8,0,1,0,1,0,1,0,0,0,3,0,2,0,1,0,1
6/10/2016,0,1,0,0,0,7,0,8,1,6,0,9,1,0,0,0,0,2,0,1,0,1,0,2,0,2,0,0
7/10/2016,0,1,0,2,0,9,0,6,1,7,0,14,0,0,0,1,0,2,0,1,0,2,0,2,0,0,0,2
8/10/2016,0,3,0,3,0,7,0,16,0,7,0,12,0,0,0,3,0,1,0,0,0,2,0,2,2,5,0,2
9/10/2016,0,1,0,2,0,3,0,2,0,6,0,5,0,2,0,2,0,1,0,3,0,2,0,2,0,0,0,1
10/10/2016,0,1,0,2,0,9,0,12,0,4,0,14,1,1,0,1,0,0,0,2,0,0,0,1,0,1,0,1
11/10/2016,0,1,0,0,0,9,0,8,2,6,0,13,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2
12/10/2016,0,1,0,0,0,8,0,15,0,8,0,13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
13/10/2016,0,0,0,1,0,13,0,9,1,9,0,13,1,2,0,0,0,1,0,1,0,2,0,4,0,1,0,2
14/10/2016,0,0,0,4,0,3,0,14,0,3,0,16,0,2,0,1,1,3,0,2,0,2,0,2,0,0,0,2
15/10/2016,0,1,0,2,0,8,0,13,0,3,0,4,0,3,0,4,0,1,0,0,0,2,0,0,0,1,0,1
16/10/2016,0,0,0,5,0,4,0,5,0,5,0,7,0,1,0,2,0,1,0,0,0,3,0,1,0,0,0,3
17/10/2016,0,0,0,1,0,11,0,8,0,7,0,8,0,2,0,0,0,3,0,1,0,1,0,1,0,2,0,2
18/10/2016,0,0,0,5,0,1,0,9,0,4,0,10,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,2
19/10/2016,0,2,0,0,0,4,0,14,0,7,0,13,0,2,0,2,0,0,0,1,0,0,0,0,1,2,0,1
20/10/2016,0,3,0,0,1,9,0,8,0,10,0,10,0,1,0,0,0,1,0,0,1,1,0,1,1,2,0,1
21/10/2016,0,1,0,0,1,5,0,13,0,12,0,5,0,1,0,4,0,3,0,1,0,0,0,1,0,0,0,0
22/10/2016,0,1,0,3,1,5,0,9,0,9,0,9,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,2
23/10/2016,0,0,0,2,0,5,0,4,0,4,0,3,0,2,0,1,0,2,0,2,0,2,0,0,1,2,0,4
24/10/2016,0,1,0,4,1,6,0,6,1,4,0,10,0,2,0,2,0,1,0,3,0,0,0,3,0,3,0,2
25/10/2016,1,0,0,1,0,9,0,9,0,8,0,7,0,1,0,1,0,0,0,0,0,4,0,3,1,0,0,0
26/10/2016,0,0,0,0,0,4,0,7,0,5,0,7,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1
27/10/2016,0,0,0,0,0,6,0,5,0,10,0,6,0,0,0,1,0,1,0,2,0,1,0,1,0,2,0,0
28/10/2016,0,0,0,3,0,8,0,10,0,9,0,14,0,2,0,2,0,0,0,3,0,2,0,2,0,2,0,1
29/10/2016,0,2,0,1,1,3,0,6,0,3,0,9,0,2,0,2,0,2,0,4,0,2,0,4,0,0,0,1
30/10/2016,0,2,0,5,0,5,0,3,0,6,0,11,0,1,0,4,0,0,0,3,0,3,0,2,1,0,0,3
31/10/2016,1,3,0,2,0,2,0,10,0,4,0,6,0,0,0,2,0,2,0,3,1,0,0,2,0,3,0,4
1/11/2016,0,3,0,2,0,2,0,6,0,8,0,4,0,1,0,1,0,1,0,1,0,0,0,3,0,1,0,0
2/11/2016,0,1,0,0,0,7,0,10,0,7,0,6,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,2
3/11/2016,0,1,0,0,0,5,0,10,0,6,0,9,0,0,0,2,0,1,0,4,0,1,0,0,0,1,0,0
4/11/2016,0,2,0,1,0,9,0,11,0,4,0,9,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1
5/11/2016,0,0,0,3,0,2,0,8,2,12,0,9,0,0,0,3,0,2,0,1,0,0,0,1,0,1,0,1
6/11/2016,0,3,0,1,0,3,0,11,0,5,0,6,0,2,0,1,0,1,0,5,0,0,0,3,0,2,0,0
7/11/2016,0,0,0,0,0,4,0,7,0,3,0,11,0,0,0,4,0,0,0,4,0,2,0,6,0,3,0,2
8/11/2016,0,2,0,2,0,13,0,12,0,7,0,13,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4
9/11/2016,0,0,0,1,0,7,0,9,1,10,0,6,0,1,0,1,1,0,0,0,0,1,0,0,2,1,0,3
10/11/2016,0,1,0,3,0,6,0,11,0,10,0,8,0,2,0,3,0,1,0,1,0,0,0,1,0,0,0,1
11/11/2016,0,0,0,0,0,5,0,20,0,8,0,10,0,3,0,2,0,1,0,1,0,3,0,0,0,0,0,2
12/11/2016,1,4,0,3,0,6,0,3,0,8,0,3,0,3,0,8,0,0,0,0,0,1,0,0,0,2,0,1
13/11/2016,0,0,0,2,0,7,0,8,1,8,0,8,0,2,0,4,0,3,0,1,0,0,0,0,0,1,0,1
14/11/2016,0,1,0,1,0,4,0,9,0,5,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3
15/11/2016,0,0,0,2,0,3,0,11,1,7,0,11,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,2
16/11/2016,0,1,0,1,0,9,0,11,0,13,0,13,0,1,0,2,0,1,0,0,1,4,0,4,1,0,0,2
17/11/2016,0,0,0,2,0,7,0,11,1,7,0,14,0,1,0,2,0,0,0,3,0,1,0,4,0,2,0,2
18/11/2016,0,0,0,1,0,5,0,8,1,8,0,8,0,2,0,0,0,0,0,1,1,2,0,1,0,1,0,0
19/11/2016,0,1,0,3,0,4,0,9,0,13,0,6,0,1,0,2,0,2,0,5,0,2,0,2,0,1,0,2
20/11/2016,1,2,0,3,0,13,0,9,0,5,0,11,0,1,0,1,0,1,0,2,0,1,0,0,0,3,0,8
21/11/2016,0,1,0,3,1,7,0,9,1,8,0,13,0,1,0,9,0,1,0,1,0,1,0,2,0,1,0,1
22/11/2016,1,1,0,2,1,7,0,16,2,5,0,21,0,0,0,2,0,0,0,3,0,2,0,0,1,0,0,0
23/11/2016,0,0,0,1,1,8,0,14,0,7,0,9,0,0,0,1,0,2,0,1,0,2,0,0,0,2,0,0
24/11/2016,0,0,0,0,0,4,0,9,0,6,0,14,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,1
25/11/2016,0,0,0,2,0,4,0,11,0,8,0,15,0,1,0,2,0,2,0,2,0,1,0,1,0,1,0,0
26/11/2016,0,2,0,4,0,6,0,5,1,8,0,11,0,3,0,1,0,2,0,6,0,3,0,1,0,1,0,0
27/11/2016,0,2,0,0,0,3,0,6,1,2,0,5,0,3,0,1,0,2,0,1,0,1,0,2,0,1,0,2
28/11/2016,0,0,0,2,1,4,0,14,0,6,0,9,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,1
29/11/2016,0,0,0,2,0,6,0,15,0,10,0,10,0,1,0,0,0,1,0,3,0,2,0,2,0,1,0,0
30/11/2016,0,1,0,2,0,3,0,2,2,6,0,5,0,0,0,1,0,2,0,2,0,3,0,0,0,0,0,0
1/12/2016,0,1,0,1,0,2,0,6,0,5,0,9,1,2,0,0,0,3,0,1,0,3,0,1,0,2,0,1
2/12/2016,1,2,0,0,0,6,0,10,1,6,0,10,0,0,0,2,0,4,0,1,0,2,0,1,0,0,0,1
3/12/2016,0,2,0,0,2,8,0,4,0,7,0,13,0,2,0,3,0,3,0,1,0,0,0,2,0,0,0,1
4/12/2016,0,2,0,4,0,4,0,10,0,12,0,6,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,1
5/12/2016,0,0,0,2,0,6,0,6,0,6,0,11,1,0,0,0,0,2,0,1,0,0,0,4,0,2,0,0
6/12/2016,0,2,0,0,0,4,0,12,0,6,0,10,0,1,0,0,0,1,0,3,0,3,0,2,0,1,0,2
7/12/2016,0,0,0,2,0,2,0,8,0,7,0,9,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3
8/12/2016,0,1,0,3,0,7,0,10,0,5,0,7,0,2,0,2,0,2,0,0,0,4,0,2,0,0,0,2
9/12/2016,0,0,0,3,1,4,0,7,0,7,0,11,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10/12/2016,0,1,0,3,1,8,0,10,0,1,0,5,0,4,0,0,0,1,0,1,0,5,0,2,0,2,0,4
11/12/2016,0,4,0,3,1,10,0,8,0,8,0,10,1,0,0,2,0,1,0,3,0,2,0,2,0,3,0,1
12/12/2016,0,0,0,2,0,8,0,11,0,4,0,6,1,4,0,0,0,0,0,2,0,1,0,0,0,1,0,1
13/12/2016,0,1,0,0,0,5,0,15,0,5,0,4,0,1,0,3,0,0,0,4,0,1,0,1,0,0,0,5
14/12/2016,0,0,0,1,0,10,0,11,0,6,0,7,0,1,0,0,0,3,0,1,0,0,0,1,1,1,0,1
15/12/2016,0,1,0,0,0,13,0,9,0,5,0,8,0,1,0,0,0,2,0,0,0,2,0,1,0,2,0,2
16/12/2016,0,1,0,2,0,10,0,7,1,4,0,12,1,2,0,0,1,0,0,2,0,4,0,0,0,1,0,2
17/12/2016,1,0,0,2,0,4,0,4,0,9,0,5,0,1,0,0,0,1,0,2,0,7,0,2,0,1,0,0
18/12/2016,0,1,0,1,1,1,0,8,0,6,0,4,0,1,0,0,0,1,0,3,0,2,0,3,0,0,0,1
19/12/2016,0,2,0,5,0,3,0,7,0,5,0,13,0,1,0,1,0,1,0,2,0,3,0,1,0,1,0,1
20/12/2016,0,0,0,0,0,7,0,9,0,8,0,10,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1
21/12/2016,0,0,0,1,0,4,0,4,0,7,0,10,0,0,0,4,0,1,0,1,0,1,0,3,0,0,0,2
22/12/2016,0,1,0,0,0,9,0,14,0,8,0,8,0,0,0,2,0,1,0,1,0,2,0,4,0,0,0,1
23/12/2016,0,1,0,2,0,6,0,6,0,5,0,8,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,2
24/12/2016,0,1,0,1,0,2,0,14,0,3,0,5,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,2
25/12/2016,0,0,0,3,0,4,0,1,0,7,0,4,0,0,0,1,0,1,0,1,0,2,0,1,1,0,0,2
26/12/2016,0,1,0,1,0,7,0,6,0,6,0,9,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,2
27/12/2016,0,1,0,1,0,4,0,5,1,9,0,6,0,4,0,2,1,3,0,2,1,5,0,5,0,1,0,3
28/12/2016,0,1,0,5,0,3,0,5,0,3,0,5,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,1
29/12/2016,0,1,0,0,0,5,0,5,1,3,0,10,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,4
30/12/2016,0,1,0,3,0,3,0,2,0,4,0,10,1,3,0,3,0,1,0,4,0,2,0,1,0,0,0,1
31/12/2016,0,0,0,0,0,2,0,6,0,4,0,2,0,2,0,2,0,1,0,1,0,0,0,1,0,3,0,2
1/1/2017,0,0,0,2,0,1,0,2,0,2,0,4,0,2,0,2,0,2,0,1,0,1,0,1,0,0,0,0
2/1/2017,1,0,0,2,0,2,0,5,0,1,0,4,0,2,0,4,0,0,0,1,0,1,0,1,0,0,0,0
3/1/2017,0,3,0,2,0,4,0,4,0,3,0,7,1,1,0,2,0,0,0,2,0,1,0,2,0,3,0,1
4/1/2017,0,0,0,2,1,6,0,7,0,9,0,5,0,0,0,1,0,1,0,1,0,2,0,3,0,0,0,3
5/1/2017,1,1,0,0,0,2,0,3,0,0,0,7,1,1,0,1,0,1,0,0,0,1,0,3,0,1,0,1
6/1/2017,0,1,0,3,0,9,0,3,0,6,0,1,0,2,0,0,0,0,0,0,1,2,0,4,0,1,0,1
7/1/2017,0,0,0,1,0,5,0,4,0,3,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8/1/2017,0,2,0,1,1,2,0,8,0,3,0,7,0,2,0,0,0,1,0,0,0,3,0,4,0,0,0,1
9/1/2017,0,0,0,1,0,6,0,9,1,5,0,6,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,1
10/1/2017,0,0,0,2,0,3,0,7,0,3,0,9,0,1,0,2,0,3,0,3,0,0,0,2,0,0,0,0
11/1/2017,0,1,0,2,0,9,0,7,0,5,0,12,0,1,0,1,1,1,0,0,1,1,0,2,0,0,0,0
12/1/2017,0,3,0,1,0,2,0,3,1,6,0,7,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,1
13/1/2017,0,0,0,2,0,5,0,11,0,6,0,15,0,0,0,1,1,0,0,2,0,1,0,3,0,0,0,1
14/1/2017,0,0,0,2,0,3,0,4,1,9,0,3,0,2,0,0,0,2,0,1,0,4,0,1,0,1,0,0
15/1/2017,0,2,0,2,0,8,0,4,0,5,0,6,0,2,0,3,1,4,0,3,0,1,0,1,0,0,0,2
16/1/2017,0,0,0,0,0,2,0,4,0,7,0,6,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
17/1/2017,2,2,0,0,0,5,0,14,0,7,0,6,0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,1
18/1/2017,0,1,0,0,0,5,0,9,0,8,0,5,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,0
19/1/2017,0,0,0,1,0,6,0,13,0,4,0,9,0,1,0,2,0,0,0,1,0,1,0,4,0,0,0,1
20/1/2017,0,1,0,1,0,4,0,5,0,6,0,10,0,0,0,2,0,4,0,1,0,1,0,0,0,1,0,0
21/1/2017,0,1,0,3,0,0,0,4,1,4,0,1,0,0,0,3,0,1,0,1,0,1,0,2,0,0,0,0
22/1/2017,1,2,0,1,0,4,0,5,0,9,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,2
23/1/2017,0,2,0,3,0,5,0,5,0,6,0,3,0,1,0,2,0,1,0,0,0,2,0,0,0,3,0,1
24/1/2017,0,0,0,1,1,3,0,8,0,4,0,8,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0
25/1/2017,0,1,0,2,0,8,0,9,0,8,0,5,1,1,0,4,0,1,0,1,0,0,0,1,0,0,0,1
26/1/2017,0,2,0,1,0,2,0,4,0,3,0,7,0,0,0,2,0,0,0,3,0,2,0,5,0,1,0,2
27/1/2017,0,0,0,1,0,3,0,7,0,6,0,5,0,2,0,6,0,1,0,2,1,2,0,2,0,0,0,1
28/1/2017,0,1,0,0,0,5,0,7,0,6,0,11,0,1,0,1,0,0,0,2,0,3,0,0,0,1,0,1
29/1/2017,0,1,0,0,0,4,0,4,0,5,0,8,0,0,0,2,1,2,0,1,0,2,0,1,0,0,0,3
30/1/2017,0,1,0,1,0,3,0,6,0,6,0,6,0,1,0,1,0,1,0,0,0,2,0,5,0,0,0,1
31/1/2017,0,0,0,0,0,5,0,9,0,6,0,8,0,1,0,0,0,1,0,1,1,1,0,3,0,3,0,0
1/2/2017,0,2,0,1,0,2,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0
2/2/2017,0,0,0,0,0,2,0,9,0,11,0,10,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
3/2/2017,0,0,0,0,0,6,0,11,0,5,0,12,0,1,0,1,1,0,0,2,0,3,0,2,0,0,0,2
4/2/2017,0,0,0,1,0,8,0,7,0,6,0,8,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,2
5/2/2017,0,1,0,1,0,2,0,13,0,7,0,6,0,3,0,1,0,3,0,0,0,4,0,1,0,0,0,2
6/2/2017,0,1,0,0,0,10,0,8,0,3,0,11,0,0,0,3,0,0,0,1,0,0,0,3,0,2,0,0
7/2/2017,1,0,0,0,0,4,0,17,0,4,0,14,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1
8/2/2017,0,0,0,2,0,5,0,11,0,6,0,8,1,2,0,1,0,1,0,2,0,5,0,2,0,2,0,0
9/2/2017,0,0,0,1,0,5,0,7,0,7,0,10,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1
10/2/2017,0,1,0,1,0,7,0,12,1,5,0,8,0,1,0,2,0,3,0,1,0,5,0,1,0,1,0,1
11/2/2017,0,0,0,0,0,4,0,7,0,8,0,9,0,1,0,1,0,3,0,1,0,2,0,1,0,2,0,3
12/2/2017,0,1,0,1,0,2,0,4,0,8,0,5,0,1,0,3,0,2,0,0,0,2,0,2,0,1,0,1
13/2/2017,0,2,0,4,0,2,0,11,1,7,0,12,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2
14/2/2017,0,0,0,0,0,6,0,10,0,5,0,9,0,1,0,1,0,0,0,1,0,4,0,1,0,1,0,3
15/2/2017,0,1,0,1,1,2,0,11,0,6,0,12,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,4
16/2/2017,0,0,0,1,0,7,0,14,1,7,0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
17/2/2017,0,3,0,1,0,4,0,9,1,8,0,7,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,1
18/2/2017,0,1,0,2,0,3,0,4,0,6,0,10,0,2,0,1,0,4,0,1,0,0,0,1,1,0,0,2
19/2/2017,0,3,0,1,0,3,0,7,0,9,0,7,0,1,0,1,0,2,0,1,0,7,0,4,0,1,0,1
20/2/2017,0,0,0,1,0,5,0,8,2,8,0,13,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,1
21/2/2017,0,0,0,2,0,6,0,10,0,2,0,10,0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0
22/2/2017,0,1,0,1,0,5,0,12,0,5,0,8,1,3,0,1,0,2,0,2,0,1,0,2,0,0,0,2
23/2/2017,1,1,0,2,0,3,0,15,0,9,0,11,0,0,0,1,0,3,0,2,0,1,0,3,0,0,0,0
24/2/2017,0,2,0,1,0,4,0,17,0,4,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2
25/2/2017,0,1,0,1,0,8,0,8,0,7,0,5,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,0
26/2/2017,0,2,0,0,0,7,0,4,0,4,0,10,0,2,0,2,0,0,0,3,0,2,0,1,1,0,0,0
27/2/2017,0,1,0,1,0,7,0,11,0,8,0,14,1,1,0,3,1,0,0,1,0,6,0,3,0,0,0,3
28/2/2017,0,0,0,0,0,6,0,13,0,9,0,10,0,1,0,0,0,0,0,2,0,3,0,2,1,2,0,1
1/3/2017,0,0,0,0,0,11,0,7,0,13,0,12,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,2
2/3/2017,0,2,0,3,0,3,0,13,0,7,0,13,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,3
3/3/2017,0,1,0,1,1,7,0,8,0,4,0,9,0,0,0,0,0,0,0,1,0,3,0,3,0,2,0,2
4/3/2017,0,2,0,5,1,7,0,5,0,9,0,9,0,1,0,3,0,0,0,3,0,5,0,2,0,1,0,0
5/3/2017,0,0,0,2,0,5,0,3,0,7,0,11,0,2,0,2,0,2,0,1,0,5,0,3,0,3,0,1
6/3/2017,0,3,0,2,0,5,0,18,0,7,0,11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2
7/3/2017,0,0,0,0,0,4,0,8,0,8,0,6,0,2,0,3,0,2,0,1,1,0,0,2,1,0,0,1
8/3/2017,0,0,0,0,0,3,0,9,0,6,0,14,0,1,0,0,0,1,0,4,0,1,0,3,0,1,0,1
9/3/2017,0,0,0,0,0,9,0,16,0,7,0,9,0,2,0,1,0,0,0,1,0,1,0,2,0,1,0,1
10/3/2017,0,0,0,0,1,6,0,10,0,7,0,14,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1
11/3/2017,1,2,0,0,0,4,0,4,0,4,0,4,0,5,0,2,0,1,0,0,0,0,0,2,0,1,0,2
12/3/2017,0,0,0,1,0,4,0,12,0,3,0,6,0,1,0,1,0,2,0,0,0,3,0,0,1,1,0,1
13/3/2017,0,3,0,2,1,11,0,6,0,5,0,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
14/3/2017,0,1,0,0,1,4,0,13,0,9,0,12,0,2,0,2,0,2,0,0,0,4,0,1,0,0,0,3
15/3/2017,0,0,0,1,0,9,0,8,0,8,0,9,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
16/3/2017,0,2,0,5,1,8,0,13,0,4,0,7,0,1,0,1,0,2,0,0,0,3,0,2,0,0,0,0
17/3/2017,0,0,0,3,1,10,0,7,0,7,0,11,0,1,0,2,0,1,0,0,0,2,0,2,0,2,0,1
18/3/2017,0,0,0,3,0,15,0,5,1,4,0,11,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19/3/2017,0,0,0,1,0,6,0,3,0,5,0,5,0,3,0,1,0,2,0,0,1,3,0,0,0,1,0,1
20/3/2017,0,2,0,1,0,7,0,13,0,4,0,9,0,1,0,1,0,3,0,0,0,2,0,1,0,2,0,2
21/3/2017,0,0,0,2,1,6,0,12,0,6,0,15,1,0,0,0,0,2,0,2,0,1,0,3,0,1,0,1
22/3/2017,0,2,0,2,0,6,0,11,0,5,0,8,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,3
23/3/2017,0,1,0,0,0,7,0,7,0,6,0,10,0,1,0,0,0,1,0,0,0,5,0,3,0,0,0,0
24/3/2017,0,2,0,2,0,8,0,11,1,8,0,4,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1
