"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-20","0.00","75","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-21","0.00","78","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-22","0.00","89","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-23","0.01","90","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-24","0.02","88","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-25","0.24","65","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-26","0.00","67","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-27","0.00","70","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-28","0.00","83","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-29","0.00","84","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-30","0.06","61","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-03-31","0.24","64","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-01","0.11","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-02","0.00","79","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-03","0.00","76","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-04","0.00","75","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-05","0.00","86","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-06","0.00","68","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-07","0.00","80","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-08","0.00","74","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-09","0.14","62","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-10","0.16","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-11","0.00","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-12","0.00","74","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-13","0.00","68","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-14","0.00","72","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-15","0.00","82","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-16","0.00","89","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-17","0.00","87","72"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-18","0.02","65","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-19","0.00","69","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-20","0.00","86","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-21","0.00","82","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-22","0.00","64","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-23","0.00","67","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-24","0.00","71","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-25","0.01","69","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-26","0.13","61","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-27","0.05","62","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-28","0.00","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-29","0.02","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-04-30","0.01","76","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-01","0.00","73","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-02","0.66","70","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-03","0.02","68","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-04","0.02","60","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-05","0.06","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-06","0.00","63","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-07","0.00","66","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-08","0.45","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-09","0.00","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-10","0.15","58","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-11","0.10","61","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-12","0.00","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-13","0.00","65","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-14","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-15","0.00","62","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-16","0.00","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-17","0.00","64","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-18","0.00","67","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-19","0.00","72","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-20","0.02","67","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-21","0.08","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-22","0.00","70","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-23","0.00","72","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-24","0.00","68","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-25","0.06","68","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-26","0.27","60","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-27","0.39","58","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-28","0.04","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-29","0.03","51","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-30","0.65","55","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-05-31","0.15","58","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-01","0.02","58","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-02","0.00","57","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-03","0.54","54","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-04","0.20","56","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-05","0.00","55","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-06","0.02","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-07","0.00","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-08","0.00","66","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-09","0.00","65","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-10","0.17","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-11","0.01","66","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-12","0.03","62","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-13","0.37","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-14","0.03","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-15","0.05","60","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-16","0.00","62","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-17","0.00","63","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-18","0.00","56","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-19","0.24","52","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-20","0.49","51","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-21","0.18","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-22","0.04","54","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-23","0.02","50","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-24","0.00","59","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-25","0.01","63","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-26","0.00","64","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-27","0.00","64","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-28","0.00","67","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-29","0.06","64","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-06-30","0.35","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-01","0.00","58","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-02","0.02","59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-03","0.02","56","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-04","0.01","56","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-05","0.00","61","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-06","0.00","66","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-07","0.00","67","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-08","0.26","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-09","0.00","57","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-10","0.02","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-11","0.25","55","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-12","0.22","58","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-13","0.24","52","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-14","0.43","54","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-15","0.42","57","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-16","0.00","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-17","0.00","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-18","0.03","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-19","0.09","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-20","0.00","63","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-21","0.00","59","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-22","0.00","62","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-23","0.09","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-24","0.22","58","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-25","0.00","60","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-26","0.00","58","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-27","0.06","59","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-28","0.00","57","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-29","0.00","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-30","0.00","55","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-07-31","0.00","54","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-01","0.00","56","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-02","0.02","55","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-03","0.00","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-04","0.07","56","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-05","0.00","60","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-06","0.00","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-07","0.01","54","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-08","0.51","55","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-09","0.20","49","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-10","0.21","54","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-11","0.54","56","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-12","0.08","53","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-13","0.01","55","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-14","0.00","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-15","0.00","63","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-16","0.02","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-17","0.13","61","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-18","0.00","69","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-19","0.22","54","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-20","0.02","59","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-21","0.02","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-22","0.25","56","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-23","0.00","61","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-24","0.01","64","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-25","0.06","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-26","0.00","56","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-27","0.00","59","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-28","0.00","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-29","0.37","56","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-30","0.00","58","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-08-31","0.00","64","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-01","0.00","68","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-02","0.22","63","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-03","0.03","67","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-04","0.00","64","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-05","0.15","68","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-06","0.07","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-07","0.29","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-08","0.07","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-09","0.39","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-10","0.10","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-11","0.00","70","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-12","0.01","66","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-13","0.00","63","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-14","0.00","64","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-15","0.06","67","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-16","0.82","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-17","0.00","58","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-18","0.00","64","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-19","0.00","74","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-20","0.00","79","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-21","0.00","66","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-22","0.12","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-23","0.09","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-24","0.06","59","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-25","0.01","61","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-26","0.02","65","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-27","0.00","66","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-28","0.13","56","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-29","0.00","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-09-30","0.00","57","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-01","0.00","68","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-02","0.00","80","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-03","0.00","85","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-04","0.00","58","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-05","0.08","77","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-06","0.00","76","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-07","0.02","62","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-08",,"59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-09","0.04","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-10","0.00","56","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-11","0.00","65","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-12","0.00","68","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-13","0.00","73","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-14","0.01","79","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-15","0.01","63","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-16","0.00","69","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-17","0.35","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-18","0.13","71","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-19","0.03","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-20","0.03","61","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-21","0.00","60","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-22","0.00","66","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-23","0.00","80","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-24","0.00","94","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-25","0.00","70","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-26","0.12","61","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-27","0.03","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-28","0.26","68","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-29","0.00","86","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-30","0.00","78","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-10-31","0.00","93","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-01","0.00","94","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-02","0.18","65","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-03","0.54","69","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-04","0.26","61","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-05","0.34","62","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-06","0.00","74","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-07","0.00","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-08","0.25","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-09","0.39","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-10","0.02","66","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-11","0.00","85","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-12","0.01","62","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-13","0.13","62","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-14","0.00","70","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-15","0.00","64","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-16","0.00","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-17","0.00","61","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-18","0.00","76","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-19","0.00","65","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-20","0.00","94","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-21","0.00","105","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-22","0.00","67","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-23","0.00","73","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-24","0.00","75","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-25","0.00","81","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-26","0.03","62","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-27","0.00","74","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-28","0.00","71","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-29","0.00","69","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-11-30","0.22","64","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-01","0.00","65","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-02","0.38","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-03","0.06","68","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-04","0.00","69","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-05","0.00","72","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-06","0.00","68","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-07","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-08","0.00","84","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-09","0.00","103","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-10","0.00","64","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-11","0.00","65","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-12","0.00","65","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-13","0.00","68","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-14","0.01","68","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-15","0.00","70","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-16","0.02","72","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-17","0.00","80","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-18","0.00","104","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-19","0.00","75","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-20","0.00","112","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-21","0.00","69","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-22","0.00","72","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-23","0.00","68","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-24","0.00","82","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-25","0.00","82","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-26","0.00","71","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-27","0.00","84","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-28","0.00","85","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-29","0.00","94","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-30","0.00","109","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2019-12-31","0.12","72","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-01","0.00","76","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-02","0.00","77","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-03","0.00","95","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-04","0.00","78","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-05","0.08","63","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-06","0.48","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-07","0.02","69","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-08","0.00","81","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-09","0.00","89","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-10","0.00","91","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-11","0.80","67","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-12","0.00","72","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-13","0.00","91","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-14","0.00","92","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-15","0.00","101","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-16","0.97","69","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-17","0.00","76","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-18","0.00","83","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-19","0.00","79","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-20","0.12","74","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-21","0.46","75","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-22","0.00","90","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-23","1.16","72","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-24","0.12","74","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-25","0.00","80","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-26","0.00","73","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-27","0.00","72","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-28","0.00","75","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-29","0.00","84","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-30","0.00","103","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-01-31","0.00","111","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-01","0.03","85","74"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-02","0.69","74","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-03","0.02","64","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-04","0.00","68","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-05","0.00","71","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-06","0.00","81","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-07","0.00","74","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-08","0.00","84","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-09","0.00","79","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-10","0.05","79","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-11","0.01","78","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-12","0.00","81","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-13","0.00","88","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-14","0.00","94","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-15","0.14","67","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-16","0.02","76","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-17","0.00","82","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-18","0.02","72","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-19","1.19","67","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-20","0.10","66","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-21","0.08","69","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-22","0.01","72","51"
