"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-09","0.02","61","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-10","0.00","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-11","0.01","61","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-12","0.00","66","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-13","0.00","61","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-14","0.00","62","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-15","0.00","62","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-16","0.00","63","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-17","0.00","66","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-18","0.01","69","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-19","0.00","64","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-20","0.05","67","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-21","0.00","67","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-22","0.00","70","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-23","0.00","68","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-24","0.01","62","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-25","0.00","66","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-26","0.10","61","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-27","0.00","66","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-28","0.34","58","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-29","0.02","58","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-30","0.04","56","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-05-31","0.22","56","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-01","0.02","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-02","0.00","58","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-03","0.00","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-04","0.00","57","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-05","0.00","62","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-06","0.12","57","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-07","0.01","59","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-08","0.00","58","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-09","0.09","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-10","0.00","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-11","0.01","58","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-12","0.00","61","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-13","0.00","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-14","0.00","63","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-15","0.00","65","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-16","0.00","61","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-17","0.00","59","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-18","0.00","61","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-19","0.00","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-20","0.00","60","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-21","0.06","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-22","0.00","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-23","0.00","58","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-24","0.11","53","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-25","0.02","57","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-26","0.04","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-27","0.01","53","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-28","0.00","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-29","0.00","56","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-06-30","0.13","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-01","0.00","55","31"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-02","0.00","58","28"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-03","0.00","58","31"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-04","0.20","62","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-05","0.00","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-06","0.00","59","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-07","0.00","57","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-08","0.00","55","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-09","0.09","55","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-10","0.00","60","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-11","0.10","57","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-12","0.01","60","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-13","0.00","59","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-14","0.13","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-15","0.00","53","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-16","0.00","54","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-17","0.00","60","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-18","0.00","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-19","0.40","56","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-20","0.04","52","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-21","0.13","58","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-22","0.00","55","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-23","0.00","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-24","0.07","60","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-25","0.00","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-26","0.05","58","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-27","0.06","59","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-28","0.22","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-29","0.00","66","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-30","0.00","61","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-07-31","0.00","57","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-01","0.00","58","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-02","0.00","56","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-03","0.00","49","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-04","0.38","53","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-05","0.02","57","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-06","0.00","54","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-07","0.23","53","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-08","0.11","57","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-09","0.00","63","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-10","0.00","67","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-11","0.00","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-12","0.09","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-13","0.07","65","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-14","0.00","69","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-15","0.03","65","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-16","0.03","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-17","0.04","60","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-18","0.08","54","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-19","0.49","53","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-20","0.04","54","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-21","0.00","54","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-22","0.02","61","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-23","0.00","64","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-24","0.39","57","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-25","0.01","58","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-26","0.00","58","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-27","0.29","51","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-28","0.06","54","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-29","0.01","57","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-30","0.00","58","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-08-31","0.02","59","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-01","0.01","62","33"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-02","0.00","69","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-03","0.00","62","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-04","0.14","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-05","0.00","54","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-06","0.31","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-07","0.06","60","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-08","0.18","55","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-09","0.12","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-10","0.00","58","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-11","0.00","63","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-12","0.03","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-13","0.10","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-14","0.07","57","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-15","0.00","58","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-16","0.28","57","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-17","0.00","64","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-18","0.00","71","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-19","0.01","56","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-20","0.01","66","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-21","0.00","73","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-22","0.00","77","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-23","0.00","86","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-24","0.02","66","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-25","0.17","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-26","0.01","59","40"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-27","0.00","75","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-28","0.00","62","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-29","0.00","65","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-09-30","0.00","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-01","0.01","62","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-02","0.00","60","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-03","0.00","69","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-04","0.00","74","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-05","0.00","66","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-06","0.19","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-07","0.00","73","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-08","0.00","80","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-09","0.12","64","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-10","0.00","69","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-11","0.00","77","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-12","0.44","64","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-13","0.00","62","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-14","0.00","62","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-15","0.00","67","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-16","0.00","81","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-17","0.00","87","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-18","0.00","89","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-19","0.00","77","74"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-20","0.17","62","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-21","0.00","60","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-22","0.02","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-23","0.02","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-24","0.00","69","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-25","0.53","65","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-26","0.00","64","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-27","0.00","81","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-28","0.00","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-29","0.01","83","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-30","0.23","61","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-10-31","0.18","61","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-01","0.01","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-02","0.09","63","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-03","0.16","59","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-04","0.05","61","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-05","0.03","64","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-06","0.00","64","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-07","0.02","60","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-08","0.01","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-09","0.00","73","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-10","0.00","80","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-11","0.00","79","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-12","0.00","81","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-13","0.00","90","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-14","0.00","95","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-15","0.00","92","75"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-16","0.09","72","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-17","0.26","78","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-18","0.28","84","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-19","0.01","84","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-20","0.00","88","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-21","0.00","92","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-22","0.00","91","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-23","0.00","91","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-24","0.00","87","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-25","0.01","94","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-26","0.11","82","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-27","0.09","73","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-28","0.00","88","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-29","0.00","97","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-11-30","0.00","98","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-01","0.18","75","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-02","0.75","62","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-03","1.76","63","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-04","0.03","64","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-05","0.00","74","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-06","0.00","72","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-07","0.00","70","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-08","1.28","66","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-09","0.00","73","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-10","0.00","71","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-11","0.00","69","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-12","0.00","79","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-13","0.00","99","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-14","0.00","72","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-15","0.00","77","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-16","0.00","75","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-17","0.00","82","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-18","0.00","87","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-19","0.00","99","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-20","0.67","75","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-21","0.00","73","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-22","0.00","78","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-23","0.00","81","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-24","0.00","67","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-25","0.00","72","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-26","0.00","85","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-27","0.00","95","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-28","0.00","91","73"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-29","0.00","77","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-30","0.61","70","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2017-12-31","0.02","75","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-01","0.00","76","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-02","0.00","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-03","0.04","71","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-04","0.01","73","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-05","0.00","88","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-06","0.00","108","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-07","0.00","73","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-08","0.00","74","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-09","0.00","71","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-10","0.00","83","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-11","0.00","96","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-12","0.01","82","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-13","0.46","70","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-14","0.30","68","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-15","0.00","71","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-16","0.01","79","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-17","0.00","85","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-18","0.00","104","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-19","0.00","107","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-20","0.00","80","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-21","0.00","85","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-22","0.00","78","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-23","0.00","77","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-24","0.00","79","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-25","0.00","89","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-26","0.46","84","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-27","0.02","91","70"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-28","0.00","102","71"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-29","0.00","94","83"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-30","1.22","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-01-31","0.00","69","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-01","0.00","74","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-02","0.00","74","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-03","0.00","83","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-04","0.00","79","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-05","0.00","79","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-06","0.00","89","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-07","0.00","99","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-08","0.00","81","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-09","0.00","79","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-10","0.00","87","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-11","0.02","72","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-12","0.01","73","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-13","0.00","83","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-14","0.00","73","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-15","0.00","73","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-16","0.00","71","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-17","0.00","77","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-18","0.00","76","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-19","0.01","78","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-20","0.01","84","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-21","0.00","86","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-22","0.00","90","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-23","0.01","95","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-24","0.01","87","71"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-25","0.00","70","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-26","0.00","82","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-27","0.00","90","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-02-28","0.00","87","68"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-01","0.04","71","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-02","0.01","74","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-03","0.00","92","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-04","0.00","71","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-05","0.00","72","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-06","0.00","82","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-07","0.00","83","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-08","0.00","86","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-09","0.00","84","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-10","0.00","94","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-11","0.00","75","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-12","0.00","69","61"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-13","0.00","71","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-14","0.00","71","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-15","0.00","71","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-16","0.00","75","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-17","0.00","92","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-18","0.00","72","69"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-19","0.02","79","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-20","0.00","66","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-21","0.00","75","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-22","0.00","81","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-23","0.00","86","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-24","0.00","75","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-25","0.56","77","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-26","0.26","65","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-27","0.02","72","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-28","0.00","85","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-29","0.00","72","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-30","0.00","72","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-03-31","0.00","70","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-01","0.00","82","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-02","0.00","69","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-03","0.00","68","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-04","0.00","71","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-05","0.00","65","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-06","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-07","0.00","70","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-08","0.00","87","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-09","0.00","74","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-10","0.00","86","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-11","0.02","83","63"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-12","0.01","77","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2018-04-13","0.00","80","50"
